Id,escore
3155,256.340725269622
3156,271.34253693128767
3157,275.0164905017088
3158,253.55399844840784
3159,276.45591061126515
3160,282.75655261519313
3161,306.5892283584399
3162,341.7681067709606
3163,237.25706416866757
3164,281.80808045315973
3165,267.59901003547975
3166,251.3026914980655
3167,301.7773742221232
3168,347.3967829431149
3169,402.0234823641754
3170,274.3856409941992
3171,359.72613893927326
3172,293.5690888125185
3173,437.84022166322075
3174,363.39129279310214
3175,300.1874263002283
3176,309.95612820623404
3177,278.7766580897093
3178,352.3326681249546
3179,318.69597000990035
3180,278.05207651067667
3181,247.60157677360425
3182,308.5121534103155
3183,339.360258854916
3184,237.65710821809122
3185,291.32358234993734
3186,285.5341217275848
3187,285.68440431350103
3188,261.3939969809732
3189,271.0730596561172
3190,271.11868262918847
3191,332.11504698314985
3192,337.5059234786358
3193,333.4999235402097
3194,301.1397743127956
3195,303.8761720302933
3196,250.2644168044646
3197,290.1400613665292
3198,299.51646933837696
3199,276.92475492273115
3200,254.92875914566807
3201,313.9365081887303
3202,283.9532632313494
3203,306.30541703500126
3204,245.99264526094447
3205,223.0813483347022
3206,252.57965997600684
3207,296.78502134218695
3208,266.37458734728165
3209,280.48765896468245
3210,343.7991936676866
3211,291.60769575393317
3212,324.02454862167986
3213,345.4405642178289
3214,317.8373046879394
3215,265.78452051419595
3216,252.8848476873395
3217,299.98581765550944
3218,288.34841660109345
3219,271.39281994715327
3220,344.1832297020854
3221,350.75887339287567
3222,383.09017901331873
3223,316.6437962981889
3224,369.81127694293946
3225,372.1149204053068
3226,302.55345408153283
3227,279.8431322952851
3228,337.9014618551739
3229,265.28523756795624
3230,277.1211618985576
3231,329.37561356040027
3232,358.289045559922
3233,375.4421436134488
3234,359.1574370653339
3235,294.1719540521835
3236,296.4773762616196
3237,299.23140770470366
3238,299.75653834305797
3239,342.38367949512815
3240,270.255401543551
3241,239.33748892091447
3242,354.38107330129765
3243,282.88800620399735
3244,326.40846915053
3245,253.60980737006085
3246,306.3827008114888
3247,290.3145451479204
3248,279.39904148955213
3249,291.4065064954425
3250,273.892186510214
3251,274.3905729775586
3252,237.12373431156283
3253,277.3732761388083
3254,358.5670526693628
3255,310.6264913855019
3256,242.63949786170403
3257,252.18157821848476
3258,250.52160493207725
3259,251.59444042321113
3260,327.672582850653
3261,265.1840252254002
3262,248.6218145952897
3263,299.2517367784766
3264,238.78480775025392
3265,262.92197600053106
3266,288.6747619091969
3267,251.1045211841321
3268,250.10867352085808
3269,220.4669531973782
3270,287.18483230200206
3271,263.49708720226783
3272,312.0184171647329
3273,286.4905089351475
3274,279.0046294860122
3275,257.3611539063865
3276,316.33944043937095
3277,276.98879699748835
3278,347.8086258867518
3279,232.26649818074006
3280,321.25383645883676
3281,223.28353847299547
3282,267.3592052176436
3283,324.79955788900793
3284,298.29657630159886
3285,274.59800551293404
3286,289.29026115890775
3287,293.18688247828345
3288,303.8249155067149
3289,381.03780592252394
3290,226.71829468753907
3291,253.91736752539362
3292,251.09401185886668
3293,377.5627830124612
3294,285.8988124326145
3295,359.28808724545974
3296,407.48281809109733
3297,308.2038270272817
3298,279.33868215047295
3299,343.4215638254686
3300,275.2118799038274
3301,305.85533852736916
3302,256.17497642537245
3303,320.59305615972
3304,298.50210459696245
3305,322.45935909995046
3306,238.4158724953225
3307,333.57796565840175
3308,229.2362469631215
3309,234.4888463074695
3310,358.98196743903253
3311,331.44048325235593
3312,242.02973787403604
3313,280.9847267778828
3314,300.13973325007856
3315,299.45437419369347
3316,314.3283967819517
3317,298.42207213170497
3318,345.76464637425994
3319,237.19548790357763
3320,363.6636373780961
3321,361.89321378640335
3322,324.7217414078514
3323,279.0789604756209
3324,265.45951881485485
3325,273.79716231138286
3326,283.283840029735
3327,271.02262924717144
3328,320.88451488396646
3329,279.74424537647343
3330,320.10163026720704
3331,256.5418823479109
3332,305.2479055409328
3333,253.04390339368322
3334,352.04084809523476
3335,333.46291980282956
3336,252.64138100111794
3337,331.1931516677001
3338,245.55135206553615
3339,293.7166192035637
3340,263.9194140441887
3341,336.791051444339
3342,341.76282317133166
3343,359.70098340309124
3344,287.2344212000868
3345,265.07869480687566
3346,355.0943736980793
3347,307.36259114479293
3348,253.35734201055345
3349,301.8627388607434
3350,371.38842790359524
3351,345.5688660934947
3352,309.2895907168985
3353,354.3762155503961
3354,258.80364654835887
3355,506.9727899829295
3356,351.3456181704265
3357,276.5691672721402
3358,307.54115298355293
3359,268.9060979610346
3360,249.2330106470831
3361,265.93131856389937
3362,279.5643580140416
3363,311.27775811251246
3364,251.1809086290802
3365,341.4909988989296
3366,324.8505864823792
3367,341.7699376525477
3368,336.30802802823837
3369,336.73502317544376
3370,239.3027348835033
3371,289.3138061679346
3372,317.63582483607667
3373,362.5504430900472
3374,360.4519293011406
3375,268.37919072763225
3376,271.97267857744515
3377,266.0832184898395
3378,307.31663499706536
3379,354.2797214320837
3380,358.31422480665395
3381,325.8051905827418
3382,305.23204851387726
3383,268.2750045357915
3384,252.60722432722847
3385,237.55160444671608
3386,348.3696120037552
3387,234.64266304405757
3388,471.2437458675308
3389,233.36371622014897
3390,270.3593806474844
3391,370.436145337072
3392,334.5394695499921
3393,367.4620715408519
3394,346.428566331641
3395,280.8529626688068
3396,271.53987936648014
3397,251.71818094327062
3398,269.6185908034499
3399,224.0837124393288
3400,270.87271950219997
3401,288.49597930117875
3402,289.2242210496061
3403,277.1478477731792
3404,271.05785831609757
3405,245.07942420193996
3406,318.73948059108466
3407,278.06488776672296
3408,272.81242431857316
3409,286.04764338168593
3410,335.1756399955638
3411,293.1709506348145
3412,272.25960289754875
3413,244.45673907234487
3414,293.19622294144955
3415,272.00442414187523
3416,262.3822934317053
3417,341.8320130654512
3418,257.68056644622243
3419,287.10765213560876
3420,246.50763929485194
3421,265.6826570570858
3422,340.60174082721227
3423,341.10978642304093
3424,254.44017861850438
3425,288.16845423174004
3426,255.52637714716326
3427,310.96524927386906
3428,336.85794978946444
3429,254.99673383378078
3430,276.85550550941537
3431,342.31319093047983
3432,245.3785541706299
3433,277.2650117682512
3434,251.6282065703655
3435,328.95716051888473
3436,334.08272992082175
3437,353.70339200623073
3438,221.4243492187023
3439,225.79824730731983
3440,255.91062673726424
3441,299.2199700377226
3442,316.2425945481159
3443,325.4280081995665
3444,286.0847990800911
3445,276.9560114216724
3446,280.21670731481953
3447,244.76993316776745
3448,259.44622547454134
3449,247.54680520454176
3450,271.6601209935884
3451,262.6939058964502
3452,278.5737807745789
3453,283.4232055429455
3454,230.23106454548957
3455,302.87646825816114
3456,290.076123548911
3457,249.3976247315329
3458,235.6771615638986
3459,311.21904823723366
3460,296.39644941292505
3461,267.13290439687916
3462,277.50561090835794
3463,269.8712789784256
3464,264.27931475231594
3465,244.58952106771912
3466,240.62503259175014
3467,335.32037213512865
3468,260.91017314096507
3469,319.1978245187078
3470,292.9548884124132
3471,326.413859862263
3472,400.1553073839427
3473,255.051623977864
3474,292.28560593238626
3475,259.2603180190509
3476,291.2504990721649
3477,270.1577636738256
3478,364.48182458537633
3479,241.43307129798242
3480,313.3393712169892
3481,370.2858333854504
3482,292.0853792777563
3483,266.499252706527
3484,253.46316883167572
3485,296.7172788291294
3486,272.3458815009065
3487,272.1467639406326
3488,349.9176914658443
3489,278.7368854853117
3490,278.38028209802724
3491,287.80002224374675
3492,340.78292536652486
3493,425.645618701841
3494,330.4722269619375
3495,311.70848389721766
3496,273.44395826178135
3497,336.5477628402062
3498,365.7269112058492
3499,228.17975574471964
3500,268.8761952448694
3501,294.42492502473925
3502,272.724741459344
3503,252.49578529050228
3504,295.3241160490524
3505,284.07755659106283
3506,326.80609892181656
3507,226.2264483793245
3508,261.2319282861298
3509,258.22483263669255
3510,237.05647271387684
3511,252.68429911022858
3512,390.01849092775103
3513,261.67291538037006
3514,258.3998248917788
3515,389.2399037907273
3516,288.8680656578836
3517,300.39849723449953
3518,295.78179409799617
3519,240.59122113861804
3520,285.8716361504279
3521,285.3913287704914
3522,275.98876031903995
3523,299.5677153234355
3524,353.8749173760332
3525,265.54087278295094
3526,441.54404898324464
3527,250.10021861052624
3528,330.1265906560675
3529,285.8828041697689
3530,243.5654332539726
3531,251.87442028564996
3532,267.3878272945803
3533,275.4264600562087
3534,242.92912225531776
3535,268.06326350782484
3536,319.33359330132873
3537,320.0892261706939
3538,272.94984370839444
3539,250.09811789236016
3540,251.11095276201786
3541,294.1366988874396
3542,294.3202363721914
3543,269.2119693109485
3544,308.03301646899075
3545,365.9668217939159
3546,334.564316648018
3547,520.4438901094474
3548,307.4752283917642
3549,283.9000852914375
3550,250.10594726008608
3551,253.37107120676376
3552,261.61199678052833
3553,291.37996122062395
3554,330.81772628785393
3555,223.70122123596263
3556,314.21384937908306
3557,376.5478495807899
3558,308.5529142702725
3559,283.5677231081736
3560,281.0117566680221
3561,268.2779785493539
3562,251.09896673542448
3563,344.96010142309535
3564,291.4054946851712
3565,235.8324489072705
3566,362.3483161002361
3567,348.0596918168432
3568,333.8240019851781
3569,230.2727072579597
3570,239.87409361610509
3571,268.3581381916903
3572,272.8964544720693
3573,280.7047999739209
3574,326.9859051706051
3575,277.9937805613714
3576,369.6248129110868
3577,423.5934946979009
3578,274.4992561480472
3579,332.23927604116744
3580,367.1482604629375
3581,380.5653972629583
3582,326.18197784030565
3583,294.8024754078683
3584,291.54771069834067
3585,303.13514316889433
3586,331.41739604786966
3587,236.1587690897847
3588,310.0711345072893
3589,261.15952125936593
3590,233.48782707744402
3591,309.8746607784302
3592,359.23763225674475
3593,367.61323269838175
3594,398.0595310161073
3595,272.59512415050597
3596,271.1591324326091
3597,400.81756529074534
3598,240.91446117853678
3599,242.81727611955867
3600,263.05663743615463
3601,396.01289453802474
3602,362.6857397005955
3603,322.7628598514434
3604,281.22702915441056
3605,294.1087987555229
3606,286.47116697844734
3607,300.3922980685373
3608,306.900956991584
3609,247.54640446351408
3610,262.18048942999144
3611,320.2457622591605
3612,327.4761522021293
3613,278.0736618439817
3614,285.7709013283454
3615,249.73388627870895
3616,406.26636375819777
3617,299.8345712282797
3618,255.34745048042694
3619,297.19830595565287
3620,254.96326621479545
3621,437.2025894081854
3622,351.006794025064
3623,262.2277776176782
3624,283.6906693687892
3625,361.9818919737795
3626,261.17377955582475
3627,232.70014453081654
3628,262.1929278872551
3629,223.36050710561483
3630,350.1339207348486
3631,358.03459529188507
3632,328.5622116917344
3633,273.9724924010111
3634,297.3281962227848
3635,255.81120101487983
3636,329.9003115150145
3637,368.3462486875959
3638,225.97301847830266
3639,330.98593145133685
3640,313.9669896760843
3641,282.8504804184708
3642,334.35788373921736
3643,254.8019891231734
3644,306.1941664414718
3645,266.42147931198383
3646,270.59455265118675
3647,255.215242445662
3648,364.9178731253374
3649,290.41223607473523
3650,266.8727542490627
3651,347.12168300448366
3652,294.2107264721268
3653,340.4855687509552
3654,371.20628490570914
3655,263.85757952875827
3656,266.9883613309298
3657,372.3199644672971
3658,274.3571904503336
3659,304.31782401862415
3660,284.82277355633545
3661,287.645211276079
3662,280.50961899312887
3663,264.01287536507306
3664,263.4773910495311
3665,348.5085028773584
3666,274.68759593386085
3667,300.2344821706327
3668,398.53455880891255
3669,287.7434289625557
3670,239.71950671789116
3671,397.0831147550357
3672,242.17202293107044
3673,246.70218977022236
3674,330.1728050801999
3675,248.27685424440065
3676,264.7597797006221
3677,271.61199252444726
3678,290.36776684171974
3679,352.41355285010485
3680,345.3495742607174
3681,314.27730031409703
3682,344.2021965305565
3683,271.3521284709822
3684,238.86263459121534
3685,324.4531028132875
3686,343.2325197960112
3687,293.76268166117507
3688,278.9894522969253
3689,357.7349457370183
3690,324.45439824951904
3691,276.7529792344256
3692,436.14638459316717
3693,283.0898774327048
3694,302.28303925110856
3695,238.57038832526337
3696,299.4037126132561
3697,248.9260266637104
3698,263.64735874074347
3699,272.3728170802965
3700,401.81464352820643
3701,277.2870381333555
3702,323.62234333768026
3703,279.3630627172987
3704,271.37433504475234
3705,273.2576495907186
3706,241.96816290432332
3707,361.45709605579964
3708,238.5247134514884
3709,240.92626263510616
3710,326.30883865614834
3711,326.7912296121412
3712,312.98020898266924
3713,257.9837856969098
3714,311.4010055630392
3715,222.8157768907019
3716,303.70417664041753
3717,270.45698938446054
3718,315.28909469739597
3719,263.9070863827723
3720,292.4776108965505
3721,354.16114249861715
3722,293.24572445126125
3723,267.12285035657766
3724,255.22343355858646
3725,303.9548423905966
3726,340.9356290726933
3727,263.8787204802805
3728,242.69372742484387
3729,305.00257471550754
3730,374.59899234054444
3731,329.7988312387333
3732,292.2033081541373
3733,338.6208703696609
3734,352.3807740139375
3735,263.09447321852133
3736,280.45316978651874
3737,246.19272646350166
3738,306.7474173950191
3739,333.3489574518684
3740,330.8478742452991
3741,289.29626649052017
3742,236.11245026414298
3743,326.95650627170045
3744,319.5661364062403
3745,408.37993815120507
3746,265.344523758345
3747,337.0474997305715
3748,290.35000321703075
3749,369.0642611226793
3750,289.70778393528974
3751,316.00170705846574
3752,308.33039786121424
3753,281.27856247728766
3754,259.995560654484
3755,307.5043716329501
3756,262.7330071345636
3757,357.7887911322488
3758,324.0667574387073
3759,338.1222129956238
3760,417.1654865728057
3761,295.83137069268594
3762,355.1962826612441
3763,246.79107228336048
3764,270.00826429382505
3765,327.36782025426555
3766,385.03638309911526
3767,269.647172245311
3768,265.07343196313406
3769,353.7669935013383
3770,277.1050499106271
3771,259.95774763995666
3772,325.75161020849083
3773,262.8942465490793
3774,243.29711244557504
3775,284.68137989283036
3776,228.85853696975386
3777,307.70327457596136
3778,332.9240095357332
3779,301.58348470191225
3780,247.38076580360635
3781,247.72229788998476
3782,296.62128702186976
3783,347.4020584939524
3784,349.316937793025
3785,248.2310579301818
3786,268.4129503351208
3787,275.77651991989455
3788,264.19947551313714
3789,389.6473150196956
3790,328.82079248318354
3791,279.9951618773358
3792,245.9769819717281
3793,298.9032127362915
3794,366.80851016812943
3795,269.9866109902652
3796,236.94361716230443
3797,247.57508002501388
3798,392.5564631472274
3799,284.91215923716504
3800,335.3330579715371
3801,304.2539836803286
3802,333.0584515066638
3803,236.1011823929864
3804,314.49442753414996
3805,354.458474351401
3806,340.85501652237343
3807,251.01114641407523
3808,300.14422630046624
3809,333.4501006452975
3810,400.06559273428326
3811,436.3796837234889
3812,431.1826153932014
3813,255.01700303940214
3814,360.71962374091373
3815,395.5143158336584
3816,275.24460101668564
3817,263.34424747613275
3818,274.4546006851655
3819,311.6154143388039
3820,338.8128546901232
3821,241.78424916437237
3822,380.9018617945534
3823,303.1258049795035
3824,252.38794317238734
3825,311.7789221380179
3826,263.63276901979566
3827,280.21693699083534
3828,265.61795314901303
3829,295.14107264233644
3830,276.2949520496554
3831,239.7457873789447
3832,322.53752123813734
3833,273.8134656069409
3834,289.96649907343215
3835,283.5280896763939
3836,271.04512463445207
3837,249.1522742914097
3838,286.68236925806826
3839,332.284411593772
3840,286.95778107903095
3841,334.42142477115726
3842,323.17718911278723
3843,266.3145282773201
3844,283.59886287120395
3845,324.05447960003784
3846,284.1109050625254
3847,273.98862289845204
3848,298.79855734977923
3849,352.23839816024747
3850,303.07603764798114
3851,329.26753392245325
3852,249.44465989008003
3853,289.5166026207904
3854,324.9727015303644
3855,295.7383733116289
3856,262.6324069619021
3857,237.9455143152418
3858,231.17217636414307
3859,347.29226210378926
3860,277.31010607320644
3861,275.5074491629177
3862,242.1850583163144
3863,266.20316191351657
3864,309.5006625176017
3865,431.73845640295923
3866,308.90712189484725
3867,343.2859295292081
3868,269.2327837278137
3869,272.18833569900943
3870,360.2892282870294
3871,362.9348187449528
3872,288.6698795740661
3873,376.1186634866453
3874,291.9525316954026
3875,326.0288131991661
3876,250.19571577751526
3877,254.75833708809083
3878,370.8168593151096
3879,235.19227853986138
3880,341.611932456235
3881,239.73811672733189
3882,223.15215285751012
3883,274.16745099736943
3884,328.64246053511846
3885,281.1868909149009
3886,369.04373990279544
3887,277.82143436265574
3888,338.68553778981806
3889,315.13666835414733
3890,270.82523287386766
3891,331.2884610956156
3892,303.7650102453865
3893,268.7988114483759
3894,269.66713742914783
3895,322.38901667713213
3896,296.2795893423895
3897,322.74539668233416
3898,294.3800620516341
3899,325.5978572819091
3900,246.30511589200287
3901,292.85250043992863
3902,264.04551674316343
3903,337.59165944374115
3904,273.8032881862452
3905,298.2753118306471
3906,233.25910269109923
3907,277.9084295230808
3908,318.1521622220187
3909,326.32738558597435
3910,407.91137459100224
3911,354.2435936997301
3912,409.0313074388905
3913,337.90199121420494
3914,285.2388184163142
3915,265.4405521835399
3916,265.2411206439442
3917,358.94770220905804
3918,368.0426906247276
3919,362.8179010940336
3920,298.4663735037568
3921,277.9426162687812
3922,254.81728031942134
3923,284.52563320486803
3924,292.0648510727652
3925,308.6337697633948
3926,291.6690826301431
3927,349.43614763872927
3928,347.3022353384964
3929,287.14454935163064
3930,375.75814055066166
3931,238.81858022696196
3932,254.7536854363673
3933,371.3178713451138
3934,317.721467895724
3935,304.0146265538565
3936,468.6078752291965
3937,323.53399393935905
3938,279.1851315580392
3939,283.3579694914507
3940,318.77762185458647
3941,295.14437331610526
3942,309.8161719246442
3943,257.13070300785375
3944,264.92633299843044
3945,261.89925694594825
3946,322.9826400686245
3947,343.70789916510716
3948,387.9485412948296
3949,322.85461306607056
3950,256.85875721231304
3951,295.34465179220354
3952,312.09644012278807
3953,266.36575721534416
3954,311.8453532019235
3955,364.7342951582085
3956,352.79718877042416
3957,256.37217400049855
3958,287.51428880059564
3959,359.30696606724666
3960,281.5130198425233
3961,392.5736508390873
3962,308.47373666752895
3963,311.38659649289787
3964,282.97496696363555
3965,279.0059522219539
3966,342.04756694724074
3967,303.50979095997474
3968,234.47019668150628
3969,280.38842173589165
3970,261.38178498518295
3971,299.0488158536386
3972,326.37946940537375
3973,353.61103521698146
3974,286.6295888941064
3975,300.9458480027683
3976,339.99326694928544
3977,300.9828826849798
3978,305.0049132495389
3979,310.24412665245114
3980,302.44571165855336
3981,223.7724142499539
3982,339.7263968586775
3983,283.5504969382321
3984,337.00970335128505
3985,278.83606965440424
3986,273.8442266620321
3987,321.8553493448215
3988,346.89813674723155
3989,377.66540069678376
3990,282.63944686138115
3991,293.8203252979585
3992,310.77789047011015
3993,354.0805472422217
3994,346.63261411910656
3995,273.2410641471598
3996,293.63729549600623
3997,355.08580549304116
3998,412.3657703106602
3999,340.7845456420183
