Id,salario,grau_escolaridade,idade,experiência,estado_civil,escore
47,3734.991114596326,médio incompleto,19,0.8392101791628106,solteiro,252.74155870379582
48,2044.3663283149026,médio completo,27,8.85212236050599,separado,281.08774396895126
49,3204.722880647788,médio completo,50,16.521304561166318,separado,288.63216085750156
50,3844.7200208800177,superior incompleto,49,30.99723682011838,solteiro,313.1177864715792
51,2487.462550957126,médio completo,28,9.230127803597494,casado,288.49711536737175
52,3749.9158633159373,pós-graduação,41,12.144470742692985,divorciado,336.2093462395439
53,12512.208429634738,médio completo,53,34.981701650118,união estável informal,402.78796920386685
54,5541.458767630358,médio completo,29,7.433655068833219,união estável informal,318.424357112578
55,4893.699181474434,pós-graduação,68,49.383173996846466,viúvo,338.78127952908505
56,3856.3967400958622,fund. incompleto,46,27.942109958988123,união estável formal,281.16732772648226
57,4959.204731527327,pós-graduação,52,33.00767859939461,solteiro,368.75841736852874
58,3734.8521022390937,fund. completo,18,0.0,divorciado,227.42412644828136
59,1967.6796552573796,médio incompleto,18,0.0,união estável informal,200.6537963588119
60,3636.7523309831654,superior incompleto,54,34.67175358904395,viúvo,331.54318404984417
61,4155.116714566413,médio completo,23,0.0937400164750557,divorciado,258.11384406215177
62,8549.268264682314,pós-graduação,56,37.96441030777538,união estável informal,407.1145678326883
63,2356.0637769747245,médio incompleto,58,11.334427314988421,divorciado,233.45887025280672
64,4511.440549781359,superior incompleto,35,14.900932493860626,viúvo,339.36660886780845
65,5449.378279070069,superior incompleto,33,14.975541568221079,união estável formal,327.96961093572304
66,6485.625848786712,fund. completo,22,1.490080033551755,separado,242.14919777317095
67,10922.022740765853,pós-graduação,59,40.94385804971206,solteiro,403.5483333249501
68,4637.302924177258,pós-graduação,60,30.684779949350354,união estável informal,341.3343321633377
69,6016.205390426173,pós-graduação,49,30.54289454099194,união estável formal,384.6351781148786
70,2284.196668680908,fund. completo,19,0.90941004129874,viúvo,216.4107824301381
71,1694.1383621344974,fund. incompleto,19,0.8118478583572172,casado,193.36626356291504
72,7023.422107913549,médio completo,57,8.66329551157743,união estável informal,310.01342434123256
73,4557.527713061366,médio incompleto,59,40.05573545264002,união estável formal,282.6778295203826
74,4578.3725421473355,pós-graduação,53,32.96043228488681,união estável formal,351.4918282788323
75,5314.28958837985,pós-graduação,56,37.69783956215343,divorciado,355.72150341680396
76,1776.6188056743592,médio completo,29,10.553692498787681,divorciado,275.1838969770698
77,4748.497438999657,médio incompleto,64,45.908394352567306,separado,294.42699648127194
78,2454.313492032069,superior completo,36,15.036448751592868,divorciado,334.25713003911625
79,3641.4702844379854,pós-graduação,45,22.277859470093222,solteiro,360.97788829350037
80,3634.9269485867285,médio incompleto,18,0.0,solteiro,223.44547357639888
81,2933.0679475783545,médio completo,32,13.828877882812119,separado,302.0469788702924
82,3002.5186675091854,superior incompleto,53,32.17127017827002,solteiro,315.6450819963139
83,2672.436764686495,fund. completo,30,11.999146708639408,união estável informal,264.95710422430966
84,4219.179109278162,médio completo,60,41.997259918989805,casado,275.4354678799242
85,2530.455232825856,médio incompleto,38,19.407271795141348,divorciado,276.7411252084528
86,4127.768068244214,fund. completo,29,9.712639784489921,divorciado,295.44952041356345
87,2070.9383829659523,médio completo,22,2.6688994994051107,separado,225.42798859231215
88,2943.463954901322,médio completo,24,3.379911660313239,divorciado,237.4291660508671
89,2360.620347000163,médio incompleto,22,3.7405652706439083,casado,238.23015381886236
90,3318.03592118231,médio completo,65,26.723883474742344,divorciado,281.8615236052191
91,4184.927489690584,médio completo,21,1.8444027289252325,união estável formal,252.9646489236191
92,2562.7923800457716,fund. completo,30,8.963945043859587,solteiro,244.6136996526602
93,7122.941525397226,superior incompleto,54,35.89772580520646,divorciado,352.0685741734135
94,3566.694282105682,fund. incompleto,58,39.05199017778001,separado,251.28562891698812
95,2750.78130385598,fund. completo,32,11.869649492268945,viúvo,282.66684837683755
96,2442.98674358999,médio completo,33,6.911732189477301,separado,284.79234686399343
97,3288.3991165458337,superior incompleto,38,18.68792307729116,separado,315.9277842755654
98,3627.4400604969014,superior completo,53,3.3454079863025585,divorciado,309.5459942771322
99,2328.3525576082793,superior completo,41,,solteiro,296.35034492544605
100,3030.103042613469,superior completo,33,14.53979021937954,viúvo,330.6373589003218
101,3791.857487198628,superior incompleto,31,10.699407671764227,separado,313.47010899377113
102,4652.790434512119,médio completo,39,19.891925224943783,solteiro,328.6223513734699
103,7691.824710463192,pós-graduação,66,11.59183296727555,união estável informal,376.750150963509
104,7363.271533654705,fund. completo,67,48.99446254895115,viúvo,311.39916009770656
105,2606.570728697645,médio completo,23,4.9400214719104145,divorciado,236.06398006348635
106,7360.024669876855,superior completo,59,40.963079825323845,união estável formal,364.2407326143366
107,3927.0868563423246,fund. completo,53,16.69969769068426,casado,281.97568874474126
108,2132.958281534747,médio completo,18,0.0,separado,222.66555119906792
109,3098.5903901912047,médio incompleto,49,18.292489319006084,separado,272.25319535217284
110,2262.283824048683,médio incompleto,23,4.114388661465921,viúvo,228.42160763495514
111,3485.305855758385,pós-graduação,48,12.83299521429833,separado,336.1560037778964
112,3604.7696820466795,médio incompleto,18,0.0,separado,230.76265555101875
113,7335.461601123818,fund. completo,67,48.82021229647913,separado,323.8341613921834
114,5865.188016470665,pós-graduação,68,49.82983758393531,casado,342.99676012820817
115,2800.6292718721947,médio completo,54,26.729240694296816,separado,276.91345970978364
116,3820.3194368133545,pós-graduação,52,33.998373119180236,divorciado,366.36362493690194
117,12941.067687089131,pós-graduação,66,21.783558110385158,separado,431.1728165953691
118,5298.865159545881,pós-graduação,47,27.450559613588318,casado,371.8113877178508
119,1583.9381210858755,fund. completo,21,2.8095299172780432,viúvo,208.29978550438454
120,3828.4408000555554,pós-graduação,52,27.635396544514045,solteiro,339.6776322279684
121,6828.608421728712,pós-graduação,60,40.31852289385656,viúvo,354.7469052996019
122,2222.7549730248484,médio completo,31,12.648173660266208,união estável formal,279.35273538391044
123,5485.047173710984,superior completo,66,47.58666024726472,solteiro,335.2184029698089
124,6211.9880767029645,fund. incompleto,57,24.51469218575538,separado,283.97071575161203
125,8943.607197233636,superior incompleto,39,11.46453827373517,viúvo,372.8200104383143
126,3482.4606410460333,superior incompleto,27,6.976173736438813,separado,292.4766743677183
127,2554.960482017134,fund. completo,18,0.0,viúvo,204.91438193666866
128,3121.1613540595986,fund. completo,28,6.646468131897567,divorciado,263.94859974916284
129,11011.181303615438,superior completo,68,49.80331226838417,casado,424.42135165965624
130,8840.356221193215,fund. completo,61,13.867947293073351,união estável informal,319.52489169037796
131,9108.259180059069,fund. completo,41,20.955041180842922,casado,345.3013759018178
132,2951.9919461320146,fund. completo,20,1.7844881850323309,união estável formal,240.12773700194768
133,2958.1371687755504,médio incompleto,52,33.710721923372674,viúvo,287.2112966961638
134,3773.6779200501446,médio completo,53,26.838391527441058,casado,291.71798965901036
135,2973.1013133643887,médio completo,48,1.325582401483364,separado,257.8708084188128
136,3225.9782476022433,médio completo,21,2.3866767961298416,separado,227.52357616489203
137,2762.7416258077687,superior completo,36,13.003052025468994,casado,310.26058320737707
138,9245.75302295677,fund. completo,64,44.89554924618837,solteiro,321.6704289091365
139,5126.059408459557,pós-graduação,53,33.78904821901494,casado,365.2687065229793
140,7033.565570876015,fund. incompleto,38,19.84858817122683,separado,312.6873228666459
141,4175.050005912108,médio completo,35,14.683338932905462,separado,309.33296457991486
142,4145.958762597635,médio incompleto,68,49.837993916572586,união estável informal,272.1887848118564
143,2905.4954619779433,médio incompleto,45,20.612315851926265,união estável formal,286.5279131615682
144,2465.7447057654117,superior incompleto,32,12.589556084346448,separado,297.06910198346725
145,3561.6001227107577,superior incompleto,59,31.023259378238127,separado,291.7380254430215
146,2451.352214807498,médio completo,19,0.9996462940150396,solteiro,233.70925072220194
147,3199.3238456215972,pós-graduação,54,11.126127215160277,união estável informal,367.1222681475091
148,2492.732102536716,superior incompleto,28,9.457402555896014,solteiro,284.82178368479117
149,3948.3994222955603,médio completo,40,21.80505970961793,união estável informal,308.47535853782625
150,4549.604243079804,pós-graduação,61,37.599685570033685,viúvo,330.6281205721693
151,2857.0866533846497,médio completo,58,7.844305196362926,,248.65895115586687
152,4813.790328767419,médio incompleto,29,7.318640887639793,viúvo,271.43640150632723
153,1678.810714827546,fund. completo,20,1.921331835502988,divorciado,206.98237929341303
154,7389.366423784003,superior incompleto,69,49.56939338302736,união estável formal,344.93510594835436
155,2968.9534406421535,fund. completo,34,11.373111164720367,casado,270.47477862477206
156,3980.9877357813725,superior incompleto,50,31.977589208525007,divorciado,327.44277411945586
157,4618.00368820342,fund. incompleto,18,0.0,união estável informal,245.14602249163622
158,5402.058372990555,pós-graduação,56,33.83213723012132,casado,339.8155353270095
159,2802.2129449395857,fund. incompleto,37,10.642407391047831,casado,251.73905304501878
160,6106.874132178909,superior incompleto,64,44.41335374885346,casado,321.6042601002407
161,10173.243947910385,médio completo,60,21.12268819327249,solteiro,358.1407198935067
162,3395.6937583747713,médio incompleto,69,26.546819461654724,casado,253.99491066515455
163,8560.201511908206,pós-graduação,58,39.99970508054345,união estável formal,396.64591606228436
164,2866.0271964092635,médio completo,31,12.91025009722701,separado,292.5724203670564
165,2450.518156864952,fund. completo,48,21.631507394376143,solteiro,270.12832765398036
166,3301.9477278346517,superior incompleto,42,21.070680452258035,união estável informal,326.00058374254206
167,4001.114346230948,médio completo,20,1.9999577846195928,união estável informal,263.8634731460843
168,3139.173673468552,médio completo,21,2.860441145868057,casado,247.4584165032592
169,2325.5006275992214,fund. completo,48,22.648550707515707,separado,251.23609647985768
170,2211.1587039272313,superior completo,52,0.8409629527685345,solteiro,284.93791529592795
171,9169.928755494178,pós-graduação,61,42.61929436100373,solteiro,393.94000891781457
172,2446.4529137423474,superior incompleto,31,12.953695561310266,divorciado,301.8536989742724
173,6615.582527740499,superior completo,66,45.6779927270517,união estável formal,333.4250538792687
174,4844.850427028558,superior incompleto,58,33.31181655920625,divorciado,305.21737480704877
175,4329.674851038774,superior incompleto,26,5.652672938092461,separado,305.590805749007
176,6037.748249483125,superior incompleto,37,18.107503594961237,viúvo,345.23498001375276
177,5894.176587999767,superior incompleto,49,30.630437843980346,união estável informal,330.1664173813429
178,2038.8688494110718,fund. completo,26,7.9999988592070395,casado,262.34285631663005
179,4452.3680334295805,pós-graduação,44,25.839488858640056,união estável informal,364.55071330813917
180,2465.449634744458,fund. completo,20,1.9979961837094944,solteiro,221.72227227846108
181,1441.8457384994986,fund. incompleto,21,2.957424602263338,união estável informal,208.190081153873
182,6096.558671824911,superior incompleto,62,42.523128654821136,união estável formal,337.01409725937646
183,4815.037941750747,superior incompleto,32,13.993165797932955,viúvo,319.905582429698
184,4120.453353251621,médio completo,50,29.860887349526376,união estável informal,308.9638837948547
185,1398.8757922468149,fund. incompleto,22,3.981159832643241,casado,216.06193259920326
186,2111.201548274032,médio incompleto,21,2.410513830399098,separado,219.83504705314863
187,8555.313402614185,pós-graduação,63,42.57190697749841,solteiro,364.6642625526873
188,5385.937376614611,superior incompleto,29,8.121116401690692,união estável informal,327.1780396431772
189,3886.2279809265324,superior incompleto,40,11.713514196002528,divorciado,303.65211445924945
190,2350.224157588392,superior incompleto,31,12.992099771552168,divorciado,299.7973333369244
191,4148.895986207241,pós-graduação,63,42.48212481276264,casado,335.18116060355766
192,2183.2021732275866,médio incompleto,29,0.7172397040294998,viúvo,229.01355953076035
193,7328.607953837623,médio completo,34,15.99999980288119,união estável informal,336.84831481280514
194,16891.170950428517,superior completo,42,21.680487783414865,união estável formal,506.8481346304375
195,4067.1553403642656,pós-graduação,47,26.010040899331795,viúvo,366.9371980525233
196,1725.5001188925128,fund. incompleto,39,9.262905781066976,união estável formal,258.24959335673066
197,7894.3322150873455,pós-graduação,64,44.87547050390269,viúvo,386.2045167993406
198,4013.771340930487,médio completo,43,13.316401306961703,divorciado,314.7528384723274
199,2115.131569322738,médio completo,34,15.99999982958029,união estável formal,270.28490209339566
200,3801.8930011854845,superior incompleto,37,16.754388762490823,união estável formal,308.75156197785634
201,3446.271155777287,superior incompleto,51,31.92553000038008,viúvo,309.5534867720274
202,1995.1586403447805,fund. completo,58,18.887248406104433,união estável formal,231.90754673199012
203,6165.293004419271,médio completo,50,29.906395418737453,união estável informal,330.8858909171994
204,3728.0389661004924,fund. completo,54,35.9877162286555,união estável informal,289.0199381721994
205,2944.453760653644,médio completo,24,3.8671371304378397,união estável informal,244.15806049993878
206,5002.254220270997,pós-graduação,39,20.999951447895317,separado,379.05162763583144
207,7883.429881545434,pós-graduação,49,29.8406223078212,união estável formal,407.5792381894072
208,7009.49896103388,médio incompleto,31,11.391228198741679,viúvo,314.5076200974142
209,2075.4178254694802,médio incompleto,25,4.143347752789391,separado,242.61857867003215
210,2365.412825934011,médio incompleto,42,23.263605953020686,casado,287.38374055578294
211,3389.0421297938137,médio completo,33,14.9830795624977,viúvo,311.5569245729688
212,3247.988730733206,médio completo,59,17.956376238791663,viúvo,274.51483402630674
213,5190.325629061676,superior incompleto,36,17.999982940742424,viúvo,334.49354188786003
214,3026.2148759477886,médio incompleto,58,13.374460737224814,união estável informal,246.41109823187435
215,3645.711596011828,superior completo,33,14.981882011617905,divorciado,328.33425726585693
216,3048.382430162057,médio completo,29,10.978152164756153,solteiro,309.26109578470914
217,3312.630653274067,fund. completo,56,37.825456809544605,separado,266.65851649835236
218,4298.987389185289,fund. incompleto,65,46.846573946448885,viúvo,260.0196650590408
219,6596.029091337954,pós-graduação,47,14.440809348159913,separado,375.60896376292396
220,1898.1913899209526,fund. completo,19,0.4666250391082388,união estável informal,206.7961873008097
221,2904.1559585485534,médio incompleto,49,30.849122422336208,separado,280.70373426266843
222,4306.710453676178,médio incompleto,62,43.937322120362836,união estável formal,298.9748700284218
223,6934.3428487062765,pós-graduação,42,19.497086209494068,casado,399.6072833317109
224,3365.580085622488,superior incompleto,42,15.778334217011558,separado,312.437785412383
225,4037.266417804158,médio incompleto,21,2.4758572625924096,viúvo,237.93073029446907
226,4895.113465297782,médio completo,36,17.999617848921197,casado,339.4541642717957
227,2928.2386521482554,médio completo,65,25.868308288234644,solteiro,276.1856380852849
228,6273.023470952021,médio incompleto,21,1.9071439935698489,separado,276.69313945847335
229,3199.1569515323627,superior incompleto,60,26.5019037269622,viúvo,269.65314908491723
230,2224.732431274307,fund. completo,30,11.893233825727691,união estável formal,250.4676155864744
231,12141.550911776536,superior completo,56,37.986807440835875,casado,386.9373656453108
232,2151.4703598780807,médio completo,53,0.2843619750844145,separado,262.1402410720209
233,3355.5796559349424,superior completo,40,19.60031868036126,solteiro,331.6262924464452
234,1821.0130749336968,médio incompleto,23,3.0847943223698024,viúvo,232.42562756202392
235,4953.381710234546,médio completo,41,22.979384503793753,divorciado,320.7199184419115
236,11627.25086216197,pós-graduação,61,37.464360223821814,casado,437.5991272304176
237,4762.913651871827,médio completo,50,27.90087243034992,separado,324.6552534747783
238,4142.900238641103,superior incompleto,29,10.979601268997634,união estável informal,292.1326720674837
239,5882.82687102347,pós-graduação,58,38.26125890632366,união estável informal,341.7401999085268
240,5249.988245755761,superior completo,38,5.830958960330523,união estável informal,331.9651206138635
241,2864.0014759102705,superior incompleto,28,6.71183925273337,casado,279.65183704256305
242,3439.741800380183,médio completo,61,26.157148283773974,separado,275.55125182717694
243,3849.2816495189077,superior completo,55,11.932342888829961,casado,336.2478431455048
244,6231.662130765853,superior completo,46,27.163544406585743,solteiro,383.11328736509796
245,5549.600081558178,pós-graduação,65,23.832032719553382,solteiro,352.1045536810881
246,7219.530929527321,pós-graduação,58,39.96401142636052,união estável formal,371.5413757983744
247,2548.9389580775373,fund. completo,20,1.614702758755171,união estável informal,203.98309875544328
248,2140.8216357492583,médio incompleto,45,22.88519963003615,casado,285.08271441934977
249,2419.583475066015,superior completo,37,17.47676717600416,união estável formal,314.1262317286783
250,3608.199802574915,superior completo,43,24.77121216050725,união estável formal,353.1914293489681
251,2674.3472400205756,fund. completo,41,21.20271480038152,viúvo,276.1126001781435
252,9987.370532554229,pós-graduação,69,20.307340228312604,divorciado,382.0374566920714
253,3274.6523451259036,pós-graduação,64,28.0534418732261,viúvo,313.28956270264996
254,4245.950468153767,médio incompleto,38,18.289303236214113,casado,274.55096419192074
255,2528.286358481425,médio completo,47,2.7293792019712417,união estável formal,276.0291577378034
256,4799.540068457553,médio incompleto,21,1.547170551083262,casado,254.61198790834837
257,4098.334246330917,superior incompleto,53,34.996965267192806,divorciado,328.97959450061234
258,8006.60682779746,pós-graduação,57,22.49835492516242,divorciado,375.66831020546766
259,2619.723735881787,fund. incompleto,27,5.661192869255209,união estável formal,253.48632436820537
260,3505.639705246691,médio incompleto,27,8.998926790074998,união estável formal,290.3223865482033
261,1836.4512074452496,médio completo,59,8.386256252422218,viúvo,243.6498260573004
262,4170.315785422276,superior incompleto,41,20.656921182402698,solteiro,309.2085405846538
263,2988.96996604925,médio completo,21,2.9589786627327737,viúvo,243.0720059379941
264,4830.6527782454505,fund. completo,64,41.85763504801316,solteiro,278.16266028777903
265,2862.5769761084875,fund. completo,44,10.92947097713477,casado,267.8953449223913
266,6597.493336733009,pós-graduação,68,49.2139983405317,casado,358.9228593652984
267,2984.2300476098644,pós-graduação,62,10.393480912839298,divorciado,308.7066194274938
268,1641.817265053684,médio incompleto,21,2.9991859792210076,união estável informal,237.07200695840868
269,8668.934288396573,pós-graduação,49,30.977881857063178,viúvo,411.2948096728423
270,6742.615981825471,médio incompleto,27,7.062562752965368,solteiro,313.5742667892242
271,3730.243454276616,fund. completo,28,8.675073729121603,solteiro,287.60065143222266
272,2811.403954830308,superior completo,45,18.82454992494502,casado,325.9361281653347
273,4688.440296668275,pós-graduação,63,44.99630971626728,separado,328.2550471704036
274,2278.860794893749,médio incompleto,25,6.876623612265707,divorciado,250.43866409893326
275,7461.411118905639,superior completo,57,25.44190429291088,viúvo,326.3062395281318
276,5848.57687006318,pós-graduação,39,20.14214348054251,divorciado,379.43831912934684
277,9188.686063960096,fund. completo,51,,solteiro,353.1245864245175
278,2240.356969644996,fund. completo,62,19.759598674575855,solteiro,239.22931777303583
279,2883.4958181400366,fund. completo,52,16.847740640064526,solteiro,272.2662044289917
280,3874.6698154362307,médio incompleto,52,19.94172973296047,união estável informal,289.0072709997565
281,3913.9144439478955,superior incompleto,42,18.066474564058918,divorciado,322.04541340477056
282,2660.4337809498143,superior completo,51,4.311208518116831,solteiro,284.4570488159985
283,2578.854979982085,fund. completo,23,4.999953316948645,viúvo,227.63180542106068
284,5774.040896027728,superior incompleto,58,39.85773714489832,união estável formal,307.5529737250076
285,3272.680339528306,superior incompleto,54,32.49845652800279,divorciado,322.407253528539
286,2013.7849439255249,fund. completo,18,0.0,casado,204.0906367020129
287,4717.340704073248,superior incompleto,29,10.722289397953931,divorciado,321.9608923842354
288,2153.1484308257523,superior incompleto,52,1.9704407739701497,união estável formal,256.1257504251482
289,3508.3569161484597,médio completo,23,4.99956764498211,separado,275.7906618705542
290,9397.826710324136,fund. completo,34,15.999722084832223,separado,338.36889619284267
291,5423.726521795847,médio incompleto,26,1.4577572592021264,casado,310.8157459318808
292,8736.022905536718,médio completo,19,0.9958970809596893,união estável formal,307.1830624091347
293,4582.432285153978,fund. completo,35,16.998650522125,união estável formal,296.47745168432886
294,6781.567783415569,superior incompleto,66,43.372057896474004,solteiro,330.4427766748607
295,8529.465295843644,superior completo,53,10.994423445439242,viúvo,380.57283316658567
296,2511.896429914038,fund. completo,45,26.225888261740888,viúvo,279.3318399169949
297,6224.508305344961,pós-graduação,58,7.591480294310369,união estável informal,338.63690775921174
298,3283.222591860631,fund. completo,54,12.677950899832195,casado,284.83659946867186
299,10372.256572815066,pós-graduação,66,46.941579225796204,solteiro,408.2937180167338
300,6696.503167494554,médio completo,43,22.9359388677615,união estável informal,344.861070740948
301,4523.460051677166,fund. completo,21,0.6353450469609174,divorciado,227.25652503308757
302,5383.0260823984845,fund. completo,57,38.92691737712892,casado,267.7388751083729
303,3243.918037453292,médio completo,53,34.99170149750334,união estável informal,312.4944031497305
304,4748.085574276818,pós-graduação,68,49.663936739074444,divorciado,349.340479973766
305,3094.332921115828,fund. completo,48,29.655442749982424,solteiro,278.9848370880147
306,5664.063426788174,médio incompleto,47,28.832588410705654,viúvo,320.4263234969052
307,5721.663663773564,pós-graduação,67,48.998437321161376,divorciado,356.5868819756538
308,13102.88968741779,superior completo,51,20.80257339789893,divorciado,444.3465067548471
309,2417.478574463311,fund. completo,36,17.923540576392018,viúvo,283.4372862150926
310,3925.1912596085353,fund. completo,35,15.394551372893462,casado,288.989400942506
311,3116.5381826778207,pós-graduação,47,28.949399888352218,separado,349.4242078052857
312,2199.6962310487907,médio incompleto,38,19.023310099110134,viúvo,272.87738761940466
313,5491.462526503025,fund. completo,20,1.8744157212600805,divorciado,247.80493967157307
314,4283.299586832596,superior incompleto,23,1.194932864610323,divorciado,271.79555760389724
315,6287.645449959786,médio completo,55,24.017619689924068,união estável formal,345.39571906204174
316,2304.117948502573,fund. completo,30,3.0716691057584837,casado,245.9296850370643
317,6162.762416327982,superior incompleto,62,38.852031359033816,casado,328.1173960495322
318,2304.0698786246867,fund. completo,20,1.9902877164716728,solteiro,217.502681154791
319,4876.997116721935,pós-graduação,65,43.76939812000158,separado,344.8441345148264
320,3484.6544913957264,fund. completo,45,21.350399980916244,união estável informal,275.69931819750644
321,2568.3115710480674,fund. completo,39,17.670328541150262,divorciado,261.3459912102767
322,3524.076292679524,fund. completo,57,10.91769320859618,viúvo,257.5599738973445
323,5675.39573721963,pós-graduação,57,30.892986014443437,união estável informal,343.591614346346
324,5429.062742023212,médio incompleto,29,10.814082989840061,separado,293.00110481190217
325,3723.5886225478566,fund. completo,40,2.983275496000516,separado,266.89876560209666
326,3587.6383834339968,superior incompleto,48,29.84216037436371,união estável informal,332.5853740691969
327,2434.2749195124693,médio completo,35,15.161478031866348,solteiro,283.10591494716857
328,9165.36496751826,fund. completo,24,1.8035961709570638,solteiro,289.92287668683554
329,5366.301874478839,médio incompleto,25,4.495450310590105,solteiro,314.4797417188278
330,2375.618197448728,médio incompleto,36,15.237738170630525,união estável formal,313.86380811622774
331,2463.7005685068,médio incompleto,46,18.88833623925066,viúvo,279.7675252283568
332,5898.478647955873,superior completo,61,39.39191813904377,viúvo,330.4458800603047
333,2530.602293187332,médio incompleto,37,17.812898357444684,viúvo,275.81280194188184
334,3409.2269318856406,médio incompleto,67,36.87340265039414,viúvo,259.49053766930683
335,6605.833531662726,pós-graduação,59,24.58651233681298,união estável informal,347.37458961721654
336,5038.22587731164,fund. completo,47,5.107777555838459,separado,294.7492070092696
337,3833.7165992060927,médio completo,64,19.07060432426779,separado,262.18507174099597
338,3049.4556647785753,médio incompleto,39,2.380307515877878,união estável formal,269.309696089692
339,2012.2321914028093,fund. completo,27,8.985993268145934,união estável formal,259.2611751726681
340,6889.702312314654,fund. completo,43,0.7812086279608582,solteiro,292.2584248003405
341,5242.381737919592,pós-graduação,68,49.59818654634885,união estável informal,348.42518428438564
342,4438.474626441789,médio incompleto,50,31.983054330822846,casado,298.42198428355056
343,6186.878168529274,fund. completo,45,19.349601974919228,divorciado,304.47139484228643
344,1926.31001458422,médio incompleto,27,6.250645648058535,casado,274.822836952736
345,1829.932987787003,fund. completo,46,2.1418695583930205,solteiro,242.7041131262808
346,2870.360002605562,médio completo,61,23.29068117774592,divorciado,264.8150410896534
347,4614.697015234332,superior completo,35,15.970815181545786,casado,347.66391685208595
348,3297.6776682246928,médio completo,59,32.13933147649446,casado,265.2801749501202
349,7719.2640855056525,médio incompleto,18,0.0,solteiro,283.32274606243345
350,6935.161155832135,médio completo,40,12.134480802167314,casado,334.9430675630214
351,4851.739246469083,fund. completo,34,12.860444177996268,casado,286.1586873811108
352,9412.358265321249,pós-graduação,60,39.576194298425584,união estável informal,374.2630812271729
353,9315.880847849778,pós-graduação,54,24.607475332903988,separado,416.20426916296384
354,6041.839323123752,fund. completo,48,29.584753572055966,divorciado,325.6661345294534
